"","Keratinocytes","Clara.cells","Epithelial","Airway.Multiciliated.Cells","Brush.cells","Undefined"
"Zcchc2",0.040540047,0.040270423,0.069938348,0.045429234,0.079631336,0.02
"Phlpp1",0.037153666,0.063780282,0.075585697,0.01512761,0.053041475,0.041904762
"Bcl2",0.079261675,0.033256338,0.050665845,0.015475638,0.034700461,0.107777778
"Kdsr",0.274941299,0.289414085,0.199691739,0.178816705,0.184884793,0.188968254
"Vps4b",0.172345421,0.162140845,0.136954377,0.132830626,0.292764977,0.370634921
"Serpinb5",0.981385338,0.276580282,0.088446363,0.079582367,0.160967742,1.264444444
"Serpinb10",0.0908479,0.131566197,0.01595561,0.009118329,0.007603687,0.12968254
"Serpinb8",0.195316984,0.129216901,0.088951911,0.03412993,0.02640553,0.901904762
"Dsel",0.011228803,0.008557746,0.00540074,0.021716937,0.034423963,0.013809524
"Tsn",0.506350117,0.535814085,0.411541307,0.551716937,0.75875576,0.895793651
"Nifk",0.232835899,0.149442254,0.15270037,0.109280742,0.269170507,0.294603175
"Clasp1",0.05043569,0.07995493,0.058150432,0.066334107,0.11359447,0.103095238
"Tfcp2l1",0.031867989,0.078985915,0.12622688,0.034361949,0.212672811,0.023809524
"Inhbb",0.117727628,0.063915493,0.041331689,0.13199536,0.047741935,0.053253968
"Ralb",0.154273415,0.113735211,0.109099877,0.236194896,0.199539171,0.190079365
"Tmem185b",0.095116097,0.066721127,0.041750925,0.052784223,0.048801843,0.165
"Epb41l5",0.174030785,0.151374648,0.129210851,0.288584687,0.100460829,0.102222222
"Ptpn4",0.027198017,0.018214085,0.020493218,0.032273782,0.020184332,0.006349206
"Tmem177",0.03203496,0.025425352,0.018212084,0.062180974,0.059539171,0.025555556
"Cfap221",0.003151578,0.001419718,0.00215783,0.218283063,0.00483871,0
"Tmem37",0.034956953,0.13571831,0.137410604,0.015684455,0.042995392,0.095952381
"Dbi",1.171030524,1.41251831,1.059642417,1.543271462,1.746221198,1.626428571
"3110009E18Rik",0.055653535,0.047543662,0.032182491,0.088213457,0.057419355,0.021904762
"Insig2",0.348053744,0.420974648,0.339852035,0.526194896,0.530368664,0.426825397
"Ccdc93",0.018186799,0.023464789,0.020061652,0.013085847,0.013041475,0.018730159
"Ddx18",0.187975476,0.156557746,0.122268804,0.171925754,0.15078341,0.178888889
"Actr3",0.686193582,0.444230986,0.377755857,0.477354988,0.734516129,1.026428571
"Slc35f5",0.252332377,0.34171831,0.344895191,0.42187935,0.579861751,0.241746032
"Mgat5",0.040240021,0.166698592,0.069704069,0.231438515,0.27202765,0.097619048
"Tmem163",0.001043569,0.000895775,0.002133169,0.006171694,0.452718894,0
"2900009J06Rik",0.024064701,0.009712676,0.010628853,0.013897912,0.005253456,0.008174603
"Ccnt2",0.191956692,0.151228169,0.100739827,0.17,0.407603687,0.203650794
"Rab3gap1",0.070104357,0.101690141,0.072848335,0.132830626,0.092488479,0.095793651
"Zranb3",0.007062353,0.01583662,0.015388409,0.039211137,0.0140553,0.047857143
"R3hdm1",0.098841638,0.113729577,0.072293465,0.073225058,0.15124424,0.159444444
"Ubxn4",0.454036003,0.458597183,0.407595561,0.734756381,0.598202765,0.633412698
"Mcm6",0.111591443,0.079138028,0.063477189,0.117099768,0.037235023,0.510079365
"Dars",0.347638925,0.249047887,0.225117139,0.340951276,0.302119816,0.453253968
"Cxcr4",0.017161492,0.00164507,0.009593095,0.10287703,0.018986175,0.020396825
"Gm29427",0.026791025,0.009780282,0.026017263,0.022041763,0,0.011666667
"Pfkfb2",0.048147665,0.050985915,0.065351418,0.056148492,0.053364055,0.02484127
"Yod1",0.09769893,0.049380282,0.05648582,0.103387471,0.093041475,0.099365079
"AA986860",0.479548656,0.372991549,0.531689273,0.104083527,0.161290323,0.458650794
"Mapkapk2",0.196451865,0.241588732,0.276300863,0.307099768,0.222442396,0.330793651
"Dyrk3",0.063459431,0.045667606,0.099038224,0.775568445,0.121705069,0.065396825
"Eif2d",0.188202452,0.172591549,0.132478422,0.26287703,0.158110599,0.261746032
"Rassf5",0.026063136,0.011256338,0.020221948,0,0.003133641,0.019047619
"Ikbke",0.030954866,0.04324507,0.034882861,0.091740139,0.031705069,0.060952381
"Srgap2",0.077138012,0.101605634,0.102367448,0.23199536,0.100645161,0.138095238
"Fam72a",0.029436473,0.010107042,0.014106042,0.13900232,0.006635945,0.073809524
"Rab7b",0.042984607,0.02244507,0.006115906,0.018561485,0.01,0.05484127
"Slc26a9",0.003918602,0.010929577,0.013033292,0.022969838,0.121797235,0.018888889
"Slc41a1",0.036968432,0.055171831,0.059309494,0.068074246,0.106728111,0.130079365
"Rab29",0.053394208,0.042659155,0.034537608,0.058955916,0.076774194,0.068253968
"Nucks1",0.314080355,0.395087324,0.186892725,0.163712297,0.620829493,1.236507937
"Elk4",0.142650665,0.158332394,0.111220715,0.122157773,0.095483871,0.26031746
"Cdk18",0.064330811,0.035949296,0.03621455,0.028909513,0.039032258,0.107777778
"Lemd1",0.156837986,0.126957746,0.095363748,0.013294664,0.036221198,0.144285714
"Klhdc8a",0.292981998,0.265588732,0.154377312,0.404013921,0.136221198,0.217460317
"Nuak2",0.586123141,0.121988732,0.400246609,0.398167053,0.20921659,0.790634921
"Tmcc2",0.007644143,0.012073239,0.002934649,0.023225058,0.032211982,0.011111111
"Dstyk",0.063798591,0.067323944,0.038828607,0.083921114,0.053686636,0.045714286
"Rbbp5",0.037294547,0.038653521,0.031233046,0.026774942,0.050322581,0.072777778
"Mdm4",0.146597965,0.111988732,0.104093711,0.127610209,0.124930876,0.172539683
"Pik3c2b",0.009566919,0.028614085,0.018027127,0.053016241,0.028202765,0.021349206
"Ppp1r15b",0.152186277,0.181650704,0.261442663,0.348190255,0.314792627,0.333492063
"Plekha6",0.194085573,0.142298592,0.147336621,0.382784223,0.250829493,0.123650794
"Etnk2",0.01208192,0.001380282,0.007632552,0.061229698,0.109354839,0.006031746
"Sox13",0.021789721,0.024856338,0.028483354,0.075359629,0.040322581,0.059603175
"Snrpe",0.801635794,0.908298592,0.494833539,0.77136891,0.997511521,1.267222222
"Btg2",3.317813723,1.398101408,3.275351418,2.322668213,2.762534562,2.394126984
"Ppfia4",0.006451865,0.005256338,0.005265105,0.005800464,0.136175115,0.005714286
"Tmem183a",0.241763632,0.284152113,0.229062885,0.241136891,0.399585253,0.352142857
"Cyb5r1",0.126284894,0.055132394,0.09378545,0.066844548,0.140276498,0.113253968
"Adipor1",1.163524654,0.945690141,0.90755857,0.7987471,1.220506912,1.310396825
"Klhl12",0.060281764,0.059729577,0.045745993,0.09712297,0.097788018,0.110952381
"Rabif",0.146287503,0.103639437,0.093304562,0.079814385,0.177834101,0.178888889
"Kdm5b",0.243167232,0.188873239,0.380184957,0.316357309,0.368847926,0.247142857
"Syt2",0.033634229,0.006698592,0.100098644,0.025336427,0.064193548,0.013571429
"Ppp1r12b",0.026746674,0.039261972,0.041418002,0.33025522,0.027511521,0.017063492
"Ube2t",0.016817115,0.009402817,0.007040691,0.102412993,0.030460829,0.628174603
"Lgr6",0.405499609,0.665239437,0.439038224,0.148329466,0.0840553,0.375873016
"Arl8a",0.361873206,0.179521127,0.161972873,0.581113689,0.516866359,0.357142857
"Elf3",2.540101748,1.313053521,2.71782984,2.690464037,2.409953917,2.470555556
"Rnpep",0.780607879,0.50543662,0.712799014,0.91136891,0.751751152,0.944206349
"Timm17a",0.75360814,0.645138028,0.50998767,0.954013921,1.078294931,1.065238095
"Lmod1",0.018974693,0.001616901,0.001997534,0.010835267,0.006866359,0
"Shisa4",0.040109575,0.036935211,0.015252774,0.043225058,0.386497696,0.069047619
"Ipo9",0.049167754,0.043588732,0.030049322,0.066566125,0.076451613,0.082619048
"Nav1",0.009376468,0.012614085,0.004167694,0,0.083732719,0.047063492
"Csrp1",3.137545004,0.740439437,1.581800247,1.715638051,1.163732719,3.121428571
"Phlda3",1.646217062,0.293498592,0.186251541,0.210278422,0.082949309,1.661666667
"Tnni1",0.04963736,0.014202817,0.02432799,0.004338747,0.007004608,0.046428571
"Lad1",0.406644926,0.428766197,0.218162762,0.152598608,0.219631336,0.583650794
"Tnnt2",0.030931385,0.020146479,0.040591862,0.037703016,0.002488479,0.018888889
"Pkp1",0.231393165,0.087678873,0.021602959,0.016728538,0.190552995,0.287460317
"Tmem9",0.48300287,0.480653521,0.60351418,0.645684455,0.718110599,0.425952381
"Cacna1s",0.000558309,0,0,0.062041763,0,0
"Kif21b",0.012238456,0.015357746,0.024993835,0.005545244,0.06718894,0
"Camsap2",0.112572398,0.131633803,0.116633785,0.056148492,0.095023041,0.147857143
"Ddx59",0.052478476,0.03308169,0.031060419,0.056264501,0.028940092,0.113571429
"Zfp281",0.128447691,0.046078873,0.069815043,0.022830626,0.065852535,0.156666667
"Nek7",0.601860162,0.52004507,0.375215783,0.708422274,0.380506912,0.606904762
"2310009B15Rik",0.26564049,0.281459155,0.162318126,0.235730858,0.566497696,0.241031746
"Dennd1b",0.034422124,0.070935211,0.018434032,0.029489559,0.044331797,0.006587302
"Zbtb41",0.019522567,0.018225352,0.01352651,0.016171694,0.036958525,0.043015873
"Aspm",0.00200887,0,0,0.002459397,0,0.404126984
"Cfh",0.032259327,0.092512676,0.046054254,0.007076566,0.020368664,0.023730159
"Cdc73",0.140005218,0.128123944,0.083625154,0.145313225,0.149953917,0.239603175
"B3galt2",0.277059744,0.380771831,0.120665845,0.495220418,0.061935484,0.158492063
"Glrx2",0.377117141,0.421943662,0.328014797,0.422714617,0.421705069,0.24484127
"Uchl5",0.280662666,0.180692958,0.150456227,0.170719258,0.332672811,0.594444444
"Rgs2",0.846671015,0.144129577,0.423674476,0.094338747,2.251935484,0.532619048
"Rgs13",0.001346204,0.002523944,0.000937115,0.004733179,1.534101382,0
"Pla2g4a",0.133900339,0.150715493,0.096313194,0.388236659,0.114884793,0.159603175
"Ptgs2",0.111972345,0.282512676,0.094340321,0.022529002,0.031520737,0.115714286
"Ptgs2os2",0.005572658,0.048461972,0.003378545,0,0.003410138,0.015555556
"Tpr",0.340558309,0.338140845,0.233847102,0.391693735,0.373364055,0.486031746
"Gm10138",0.073944691,0.035774648,0.040850801,0.09649652,0.208663594,0.072777778
"Ivns1abp",0.208437255,0.262202817,0.210123305,0.397911833,1.295852535,0.221825397
"Swt1",0.20440647,0.164033803,0.194180025,0.531577726,0.1640553,0.225952381
"Trmt1l",0.142942865,0.09536338,0.089284834,0.30037123,0.191889401,0.256666667
"Rnf2",0.191927994,0.085571831,0.06865598,0.055406032,0.159262673,0.118888889
"Fam129a",0.064883903,0.081397183,0.054956843,0.039095128,0.049032258,0.086349206
"2810414N06Rik",0.007967649,0.007746479,0.001590629,0.016821346,0.05202765,0.01
"Edem3",0.022029742,0.027087324,0.036177559,0.034199536,0.083917051,0.027063492
"1700025G04Rik",0.235977041,0.015898592,0.008779285,0.016148492,0.247281106,0.258095238
"Tsen15",0.24905557,0.164692958,0.121183724,0.15512761,0.195115207,0.367619048
"Rgl1",0.005421341,0.003290141,0.003649815,0.095777262,0.055345622,0.014206349
"Arpc5",1.32895904,0.86868169,0.837410604,1.021554524,1.71875576,1.509365079
"Ncf2",0.008818158,0.001757746,0.016300863,0.027633411,0.058064516,0.017301587
"Smg7",0.038906861,0.066608451,0.065462392,0.105893271,0.10078341,0.081825397
"Lamc2",0.141020089,0.158371831,0.110850801,0.068979118,0.100552995,0.111666667
"Lamc1",0.092515001,0.080873239,0.051146732,0.023109049,0.145115207,0.073412698
"Dhx9",0.151424472,0.185797183,0.164525277,0.162366589,0.173179724,0.194126984
"Npl",0.002762849,0,0.00352651,0.259303944,0.00797235,0
"Rnasel",0.007526741,0.035701408,0.023723798,0.010951276,0.15281106,0.026111111
"Glul",2.517727628,0.670585915,0.925647349,0.528793503,0.620506912,2.136269841
"Gm9530",0.006501435,0.008743662,0.019087546,0.073062645,0.019170507,0.026428571
"Ier5",1.940466997,0.96103662,2.329543773,2.389327146,0.56437788,1.882301587
"Mr1",0.07886251,0.045966197,0.048840937,0.369907193,0.152211982,0.136746032
"Stx6",0.270842682,0.173740845,0.156263872,0.201531323,0.462995392,0.345793651
"Xpr1",0.083519436,0.087752113,0.04,0.07262181,0.143778802,0.171666667
"Acbd6",0.602554135,0.449239437,0.352096178,0.335661253,0.825898618,0.736190476
"Qsox1",0.724849987,2.223115493,2.037657213,1.485081206,0.947373272,1.051825397
"Cep350",0.038025046,0.042135211,0.037053021,0.106798144,0.032396313,0.025952381
"Tor1aip1",0.133957735,0.197419718,0.133921085,0.092668213,0.305115207,0.217222222
"Tor1aip2",0.256217062,0.196692958,0.20107275,0.216705336,0.374746544,0.383968254
"Gm2000",0.016579703,0.010490141,0.008581998,0.00324826,0.017926267,0.023650794
"Soat1",0.057051918,0.056766197,0.098002466,0.093271462,0.21875576,0.143650794
"Abl2",0.048278111,0.060411268,0.031800247,0.04737819,0.071059908,0.069126984
"Tor3a",0.279259066,0.230822535,0.201935882,0.391693735,0.326543779,0.370396825
"Fam20b",0.118252022,0.155876056,0.129790382,0.106960557,0.299585253,0.140793651
"Ralgps2",0.02481868,0.083126761,0.023723798,0.128097448,0.154884793,0.035793651
"Rasal2",0.026811897,0.026721127,0.030394575,0.085011601,0.087465438,0.033571429
"4930523C07Rik",0.876548396,0.440726761,0.214845869,0.362134571,0.161152074,1.089206349
"Mrps14",1.267571093,1.090895775,0.895326757,0.921763341,1.21202765,1.620555556
"Cacybp",0.848974693,0.463087324,0.56027127,0.938515081,1.035023041,1.256428571
"Rabgap1l",0.115870076,0.140292958,0.11377312,0.589025522,0.336728111,0.182142857
"Rc3h1",0.091150535,0.109538028,0.07161529,0.130719258,0.148479263,0.112857143
"Serpinc1",0.00680407,0.007560563,0.007780518,0.024153132,0.01,0.017380952
"Zbtb37",0.017438038,0.020839437,0.016584464,0.015823666,0.062580645,0.024365079
"Dars2",0.019227759,0.012878873,0.02325524,0.037424594,0.026082949,0.116587302
"Cenpl",0.011054005,0.005825352,0.010505549,0.019419954,0.014700461,0.421349206
"Klhl20",0.00772502,0.009701408,0.001775586,0.006937355,0.033456221,0
"Prdx6",5.527451083,4.796028169,4.767595561,4.904199536,2.618801843,4.283333333
"Suco",0.078617271,0.134811268,0.094303329,0.111461717,0.310046083,0.099603175
"Dnm3",0.013553352,0.007864789,0.012318126,0,0.013732719,0
"Vamp4",0.261421863,0.17228169,0.160431566,0.156728538,0.415852535,0.268095238
"Prrc2c",0.179715627,0.174309859,0.095117139,0.11837587,0.26640553,0.271428571
"Fmo1",0.04954083,0.172552113,0.171578298,0.018399072,0.031658986,0.052698413
"Fmo2",1.114051657,0.607814085,0.510776819,0.125081206,0.11921659,0.432460317
"Fmo3",1.244852596,2.101323944,1.420887793,0.363781903,0.229677419,0.528095238
"Gorab",0.040923559,0.031228169,0.028840937,0.018352668,0.017050691,0.066349206
"Kifap3",0.12399426,0.109447887,0.07974106,0.485823666,0.234930876,0.203412698
"Scyl3",0.026324028,0.025323944,0.035770654,0.009211137,0.039769585,0.017063492
"Mettl18",0.044393426,0.044383099,0.053008631,0.03025522,0.015576037,0.092301587
"F5",0.076569267,0.285543662,0.091245376,0.060092807,0.035852535,0.102936508
"Slc19a2",0.026430994,0.008777465,0.023279901,0.027656613,0.025207373,0.01484127
"Ccdc181",0.12389773,0.107746479,0.087903822,2.20487239,0.286958525,0.190873016
"Blzf1",0.15208192,0.081932394,0.100098644,0.281415313,0.138663594,0.192142857
"Nme7",0.142543699,0.071464789,0.082959309,0.629118329,0.113041475,0.32031746
"Atp1b1",2.75631881,2.383656338,2.527163995,3.102529002,2.938894009,2.206825397
"Sft2d2",0.077122358,0.128253521,0.079420469,0.148027842,0.085714286,0.181587302
"Tiprl",0.423548135,0.242608451,0.199975339,0.316032483,0.524746544,0.645714286
"Dcaf6",0.039804331,0.051712676,0.041491985,0.049535963,0.082304147,0.027063492
"Mpc2",1.903715106,1.373188732,1.349408138,1.639211137,1.877603687,1.769365079
"Adcy10",0.010790504,0.002495775,0.014254007,0,0,0.00984127
"Mpzl1",0.262702844,0.078428169,0.083538841,0.029257541,0.679262673,0.318730159
"Rcsd1",0.018074615,0.002974648,0,0.004825986,0,0
"Creg1",0.416697104,0.49343662,0.537533909,0.448515081,0.572211982,0.470873016
"Cd247",0,0,0.00108508,0.149419954,0,0
"Pou2f1",0.091794939,0.068016901,0.054438964,0.13774942,0.184976959,0.133809524
"Tada1",0.123869032,0.06936338,0.047114673,0.063016241,0.150414747,0.253095238
"Pogk",0.02937125,0.019577465,0.016251541,0.01487239,0.060506912,0.035873016
"Uck2",0.203417688,0.113205634,0.231713933,0.05287703,0.321751152,0.283571429
"Tmco1",0.821502739,0.780597183,0.705856967,0.770139211,0.636313364,1.13047619
"Aldh9a1",0.157388469,0.080574648,0.104488286,0.172691415,0.191105991,0.196269841
"Mgst3",1.548578137,1.409205634,0.799765721,1.384547564,1.975576037,1.755238095
"Pbx1",0.842061049,0.833774648,0.548471023,0.626844548,0.481520737,0.945396825
"Hsd17b7",0.023169841,0.031723944,0.032355117,0.030185615,0.073317972,0.038492063
"Uap1",0.577479781,0.575408451,0.734488286,0.288468677,0.366682028,0.64452381
"Uhmk1",0.047218889,0.125250704,0.065228113,0.083109049,0.260691244,0.096349206
"Gm7694",0.045050874,0.039014085,0.045450062,0.050835267,0.107603687,0.02984127
"Nos1ap",0.075843986,0.084095775,0.039679408,0.031531323,0.149078341,0.018015873
"Olfml2b",0.029606053,0.023340845,0.048335388,0.024663573,0.029400922,0.103968254
"Atf6",0.061946256,0.093329577,0.106239211,0.371160093,0.280184332,0.067380952
"Dusp12",0.161387947,0.089205634,0.076535142,0.067888631,0.099447005,0.155
"Cfap126",0.07578659,0.125915493,0.10323058,3.321136891,0.072995392,0.043412698
"Sdhc",0.71971041,0.686304225,0.517237978,0.818027842,0.858847926,0.915793651
"Pcp4l1",0.008906861,0.00235493,0.013748459,1.702668213,0.008617512,0.035714286
"Tomm40l",0.140717454,0.099543662,0.1251418,0.075638051,0.179447005,0.289761905
"Fcer1g",0.027787634,0.002112676,0.019297164,0.056450116,0.011290323,0.030634921
"Ndufs2",1.206788416,0.838878873,0.77325524,0.883062645,1.17562212,1.441349206
"B4galt3",0.456684059,0.293515493,0.496991369,0.369651972,0.251290323,0.603492063
"Ppox",0.281249674,0.131222535,0.226781751,0.328190255,0.113870968,0.311904762
"Usp21",0.055105661,0.045323944,0.040702836,0.097656613,0.03875576,0.076349206
"Ufc1",0.797704148,0.902287324,0.788803946,1.080904872,1.15875576,1.022063492
"Gm20045",0.014972606,0.007476056,0.009926017,0.011716937,0.014884793,0
"Dedd",0.119123402,0.101290141,0.078199753,0.147679814,0.118571429,0.17468254
"Nit1",0.262040177,0.23776338,0.261689273,0.30387471,0.324700461,0.383809524
"Pfdn2",1.035251761,1.057132394,0.810345253,1.825452436,1.538847926,1.14015873
"Klhdc9",0.01138012,0.017797183,0.025067818,0.422830626,0.027327189,0.015634921
"Usf1",0.080970519,0.096433803,0.075511714,0.119118329,0.156543779,0.092539683
"Tstd1",0.103809027,0.630597183,0.633390875,1.027354988,0.790921659,0.19968254
"Gm26641",0.017025828,0.013571831,0.015795314,0.00800464,0.113640553,0.026587302
"F11r",1.468272893,0.571509859,0.802268804,1.19,1.350506912,1.40515873
"B930036N10Rik",0.030474824,0.037492958,0.018532676,0.034988399,0.011889401,0.106587302
"Alyref2",0.214487347,0.177571831,0.151245376,0.172459397,0.345852535,0.422222222
"Itln1",0.01101748,0.269577465,0.303119605,0.68863109,0.010691244,0.08
"Vangl2",0.056981477,0.024540845,0.022059186,0.028236659,0.143917051,0.078968254
"Ncstn",0.256699713,0.280557746,0.257866831,0.26387471,0.475207373,0.307619048
"Copa",0.250182625,0.362608451,0.364217016,0.31387471,0.280368664,0.349126984
"Pex19",0.343759457,0.198123944,0.233452528,0.308213457,0.303041475,0.393174603
"Dcaf8",0.283806418,0.272321127,0.239864365,0.436194896,0.325437788,0.29968254
"Pea15a",0.235379598,0.097042254,0.092909988,0.169582367,0.729354839,0.476269841
"Igsf8",0.169157318,0.142546479,0.153107275,0.435846868,1.670645161,0.250634921
"Atp1a2",0.000795721,0.004371831,0.003341554,0,0.929769585,0
"Pigm",0.029230368,0.024698592,0.02161529,0.034617169,0.04562212,0.044603175
"Igsf9",0.013373337,0.010050704,0.010912454,0.05937355,0.131474654,0.011111111
"Tagln2",2.00869293,1.941577465,1.892823674,2.929883991,2.026774194,3.172301587
"Cfap45",0.039835638,0.025250704,0.060209618,1.491716937,0.112119816,0.056269841
"Dusp23",0.132890686,0.159549296,0.122786683,0.158955916,0.199907834,0.132619048
"Mndal",0.023109836,0.031222535,0.01323058,0.005684455,0,0.030396825
"Ifi202b",0.230305244,0.035656338,0.021418002,0.025823666,0.025852535,0.204365079
"Fh1",0.471583616,0.396191549,0.444155364,0.787308585,0.51843318,0.743333333
